country,year,emissions,v2x_libdem,v2pstpar_ord,v2x_regime,region,gdp_pc,regime
Mexico,2009,476000,0.460,Unified party control,Electoral Democracy,Americas,8002.9722,Electoral Democracy
Mexico,2010,464000,0.463,Unified party control,Electoral Democracy,Americas,9271.3984,Electoral Democracy
Mexico,2011,484000,0.460,Unified party control,Electoral Democracy,Americas,10203.4213,Electoral Democracy
Mexico,2012,496000,0.460,Unified party control,Electoral Democracy,Americas,10241.7278,Electoral Democracy
Mexico,2013,490000,0.420,Unified party control,Electoral Democracy,Americas,10725.1836,Electoral Democracy
Mexico,2014,480000,0.423,Unified party control,Electoral Democracy,Americas,10928.9160,Electoral Democracy
"Micronesia, Fed. Sts.",1991,,,,,,1682.5439,
"Micronesia, Fed. Sts.",1992,99,,,,,1756.6528,
"Micronesia, Fed. Sts.",1993,99,,,,,1909.5100,
"Micronesia, Fed. Sts.",1994,103,,,,,1909.8368,
"Micronesia, Fed. Sts.",1995,106,,,,,2060.4947,
"Micronesia, Fed. Sts.",1996,106,,,,,2017.6593,
"Micronesia, Fed. Sts.",1997,110,,,,,1904.8639,
"Micronesia, Fed. Sts.",1998,117,,,,,2022.7446,
"Micronesia, Fed. Sts.",1999,110,,,,,2042.7071,
"Micronesia, Fed. Sts.",2000,125,,,,,2171.8896,
"Micronesia, Fed. Sts.",2001,169,,,,,2248.4921,
"Micronesia, Fed. Sts.",2002,143,,,,,2265.9441,
"Micronesia, Fed. Sts.",2003,143,,,,,2295.8682,
"Micronesia, Fed. Sts.",2004,143,,,,,2253.1137,
"Micronesia, Fed. Sts.",2005,121,,,,,2358.1467,
"Micronesia, Fed. Sts.",2006,121,,,,,2406.1144,
"Micronesia, Fed. Sts.",2007,139,,,,,2458.6584,
"Micronesia, Fed. Sts.",2008,117,,,,,2541.2616,
"Micronesia, Fed. Sts.",2009,161,,,,,2721.9761,
"Micronesia, Fed. Sts.",2010,114,,,,,2885.3055,
"Micronesia, Fed. Sts.",2011,121,,,,,3009.2568,
"Micronesia, Fed. Sts.",2012,136,,,,,3131.3867,
"Micronesia, Fed. Sts.",2013,143,,,,,2994.7924,
"Micronesia, Fed. Sts.",2014,150,,,,,2971.5126,
Moldova,1991,23000,0.317,Divided party control,Electoral Autocracy,Europe,,Electoral Autocracy
Moldova,1992,21000,0.384,Divided party control,Electoral Democracy,Europe,,Electoral Democracy
Moldova,1993,15600,0.388,Unified coalition control,Electoral Democracy,Europe,,Electoral Democracy
Moldova,1994,12100,0.424,Unified coalition control,Electoral Democracy,Europe,,Electoral Democracy
Moldova,1995,11200,0.429,Unified coalition control,Electoral Democracy,Europe,593.7661,Electoral Democracy
Moldova,1996,11500,0.428,Unified coalition control,Electoral Democracy,Europe,575.3196,Electoral Democracy
Moldova,1997,7100,0.427,Unified party control,Electoral Democracy,Europe,657.4912,Electoral Democracy
Moldova,1998,6270,0.449,Unified party control,Electoral Democracy,Europe,578.9098,Electoral Democracy
Moldova,1999,4500,0.472,Divided party control,Electoral Democracy,Europe,399.6208,Electoral Democracy
Moldova,2000,3510,0.453,Divided party control,Electoral Democracy,Europe,440.6720,Electoral Democracy
Moldova,2001,3710,0.374,Unified coalition control,Electoral Democracy,Europe,507.5577,Electoral Democracy
Moldova,2002,3990,0.394,Divided party control,Electoral Democracy,Europe,570.9726,Electoral Democracy
Moldova,2003,4290,0.394,Divided party control,Electoral Democracy,Europe,682.5255,Electoral Democracy
Moldova,2004,4550,0.399,Divided party control,Electoral Democracy,Europe,897.4500,Electoral Democracy
Moldova,2005,4900,0.368,Divided party control,Electoral Autocracy,Europe,1034.7071,Electoral Autocracy
Moldova,2006,4990,0.361,Divided party control,Electoral Autocracy,Europe,1183.3792,Electoral Autocracy
Moldova,2007,4680,0.360,Divided party control,Electoral Autocracy,Europe,1531.6855,Electoral Autocracy
Moldova,2008,4780,0.361,Divided party control,Electoral Autocracy,Europe,2111.2015,Electoral Autocracy
Moldova,2009,4550,0.385,Unified party control,Electoral Autocracy,Europe,1899.0101,Electoral Autocracy
Moldova,2010,4930,0.500,Unified coalition control,Electoral Democracy,Europe,2437.5300,Electoral Democracy
Moldova,2011,5040,0.606,Unified coalition control,Electoral Democracy,Europe,2942.2559,Electoral Democracy
Moldova,2012,4920,0.596,Unified coalition control,Electoral Democracy,Europe,3045.7399,Electoral Democracy
Moldova,2013,5000,0.555,Unified coalition control,Electoral Democracy,Europe,3322.0384,Electoral Democracy
Moldova,2014,4930,0.554,Unified coalition control,Electoral Democracy,Europe,3328.8014,Electoral Democracy
Mongolia,1991,12200,0.412,Unified party control,Electoral Democracy,Western Pacific,1072.6358,Electoral Democracy
Mongolia,1992,11000,0.537,Unified party control,Electoral Democracy,Western Pacific,587.3032,Electoral Democracy
Mongolia,1993,9280,0.565,Unified party control,Electoral Democracy,Western Pacific,339.5206,Electoral Democracy
Mongolia,1994,7950,0.590,Unified party control,Electoral Democracy,Western Pacific,405.9755,Electoral Democracy
Mongolia,1995,7920,0.590,Unified party control,Electoral Democracy,Western Pacific,631.9209,Electoral Democracy
Mongolia,1996,8040,0.597,Divided party control,Electoral Democracy,Western Pacific,580.9101,Electoral Democracy
Mongolia,1997,7710,0.603,Divided party control,Electoral Democracy,Western Pacific,505.5923,Electoral Democracy
Mongolia,1998,7710,0.605,Divided party control,Electoral Democracy,Western Pacific,477.3341,Electoral Democracy
Mongolia,1999,7550,0.605,Divided party control,Electoral Democracy,Western Pacific,444.9946,Electoral Democracy
Mongolia,2000,7510,0.549,Unified party control,Electoral Democracy,Western Pacific,474.2171,Electoral Democracy
Mongolia,2001,7880,0.541,Unified party control,Electoral Democracy,Western Pacific,524.0540,Electoral Democracy
Mongolia,2002,8290,0.548,Unified party control,Electoral Democracy,Western Pacific,571.5950,Electoral Democracy
Mongolia,2003,8030,0.549,Unified party control,Electoral Democracy,Western Pacific,646.1925,Electoral Democracy
Mongolia,2004,8550,0.547,Unified coalition control,Electoral Democracy,Western Pacific,797.9777,Electoral Democracy
Mongolia,2005,8560,0.548,Unified coalition control,Electoral Democracy,Western Pacific,998.8294,Electoral Democracy
Mongolia,2006,9390,0.559,Unified coalition control,Electoral Democracy,Western Pacific,1334.2127,Electoral Democracy
Mongolia,2007,12100,0.557,Unified coalition control,Electoral Democracy,Western Pacific,1632.7276,Electoral Democracy
Mongolia,2008,12000,0.536,Divided party control,Electoral Democracy,Western Pacific,2136.5624,Electoral Democracy
Mongolia,2009,13100,0.538,Divided party control,Electoral Democracy,Western Pacific,1714.3618,Electoral Democracy
Mongolia,2010,13800,0.550,Divided party control,Electoral Democracy,Western Pacific,2643.2871,Electoral Democracy
Mongolia,2011,21500,0.554,Divided party control,Electoral Democracy,Western Pacific,3757.5654,Electoral Democracy
Mongolia,2012,26200,0.557,Unified coalition control,Electoral Democracy,Western Pacific,4351.8885,Electoral Democracy
Mongolia,2013,38800,0.542,Unified coalition control,Electoral Democracy,Western Pacific,4366.0895,Electoral Democracy
Mongolia,2014,20800,0.534,Unified coalition control,Electoral Democracy,Western Pacific,4158.5215,Electoral Democracy
Montenegro,1991,,,,,,,
Montenegro,1992,1920,,,,,,
Montenegro,1993,1670,,,,,,
Montenegro,1994,1620,,,,,,
Montenegro,1995,1720,,,,,,
Montenegro,1996,2010,,,,,,
Montenegro,1997,2160,,,,,,
Montenegro,1998,2270,,Unified coalition control,Electoral Autocracy,Europe,,Electoral Autocracy
Montenegro,1999,1570,0.330,Unified coalition control,Electoral Autocracy,Europe,,Electoral Autocracy
Montenegro,2000,1740,0.331,Unified coalition control,Electoral Autocracy,Europe,1627.0726,Electoral Autocracy
Montenegro,2001,1870,0.348,Unified coalition control,Electoral Autocracy,Europe,1909.5987,Electoral Autocracy
Montenegro,2002,2000,0.358,Unified coalition control,Electoral Autocracy,Europe,2106.6351,Electoral Autocracy
Montenegro,2003,2140,0.369,Unified coalition control,Electoral Autocracy,Europe,2789.1591,Electoral Autocracy
Montenegro,2004,2340,0.381,Unified coalition control,Electoral Democracy,Europe,3380.1651,Electoral Democracy
Montenegro,2005,2210,0.381,Unified coalition control,Electoral Democracy,Europe,3674.6179,Electoral Democracy
Montenegro,2006,2380,0.381,Unified coalition control,Electoral Autocracy,Europe,4425.6789,Electoral Autocracy
Montenegro,2007,2250,0.397,Unified coalition control,Electoral Autocracy,Europe,5976.3941,Electoral Autocracy
Montenegro,2008,2750,0.402,Unified coalition control,Electoral Autocracy,Europe,7367.7519,Electoral Autocracy
Montenegro,2009,1830,0.404,Unified coalition control,Electoral Autocracy,Europe,6727.1078,Electoral Autocracy
Montenegro,2010,2580,0.407,Unified coalition control,Electoral Democracy,Europe,6688.4824,Electoral Democracy
Montenegro,2011,2570,0.407,Unified coalition control,Electoral Democracy,Europe,7328.9323,Electoral Democracy
Montenegro,2012,2340,0.408,Unified coalition control,Electoral Democracy,Europe,6586.7213,Electoral Democracy
Montenegro,2013,2250,0.378,Unified coalition control,Electoral Autocracy,Europe,7189.2954,Electoral Autocracy
Montenegro,2014,2210,0.372,Unified coalition control,Electoral Autocracy,Europe,7388.1478,Electoral Autocracy
Morocco,1991,25000,0.185,Unified coalition control,Closed Autocracy,Eastern Mediterranean,1266.8489,Closed Autocracy
Morocco,1992,26000,0.187,Unified coalition control,Closed Autocracy,Eastern Mediterranean,1299.4213,Closed Autocracy
Morocco,1993,28200,0.191,Unified coalition control,Closed Autocracy,Eastern Mediterranean,1199.3191,Closed Autocracy
Morocco,1994,29600,0.196,Unified coalition control,Closed Autocracy,Eastern Mediterranean,1326.9415,Closed Autocracy
Morocco,1995,30400,0.196,Unified coalition control,Closed Autocracy,Eastern Mediterranean,1432.3098,Closed Autocracy
Morocco,1996,31200,0.206,Unified coalition control,Closed Autocracy,Eastern Mediterranean,1561.1296,Closed Autocracy
Morocco,1997,31900,0.201,Divided party control,Closed Autocracy,Eastern Mediterranean,1396.7697,Closed Autocracy
Morocco,1998,32000,0.208,Divided party control,Closed Autocracy,Eastern Mediterranean,1472.3860,Closed Autocracy
Morocco,1999,33200,0.208,Divided party control,Closed Autocracy,Eastern Mediterranean,1447.9692,Closed Autocracy
Morocco,2000,33900,0.225,Divided party control,Closed Autocracy,Eastern Mediterranean,1334.9435,Closed Autocracy
Morocco,2001,37700,0.230,Divided party control,Closed Autocracy,Eastern Mediterranean,1339.2941,Closed Autocracy
Morocco,2002,38300,0.232,Divided party control,Closed Autocracy,Eastern Mediterranean,1416.4884,Closed Autocracy
Morocco,2003,37600,0.232,Divided party control,Closed Autocracy,Eastern Mediterranean,1725.4575,Closed Autocracy
Morocco,2004,43300,0.232,Divided party control,Closed Autocracy,Eastern Mediterranean,1952.9025,Closed Autocracy
Morocco,2005,45800,0.240,Divided party control,Closed Autocracy,Eastern Mediterranean,2018.0255,Closed Autocracy
Morocco,2006,47400,0.238,Divided party control,Closed Autocracy,Eastern Mediterranean,2196.0113,Closed Autocracy
Morocco,2007,50300,0.240,Divided party control,Closed Autocracy,Eastern Mediterranean,2499.2599,Closed Autocracy
Morocco,2008,52900,0.245,Divided party control,Closed Autocracy,Eastern Mediterranean,2890.3607,Closed Autocracy
Morocco,2009,52500,0.243,Divided party control,Closed Autocracy,Eastern Mediterranean,2866.9241,Closed Autocracy
Morocco,2010,56000,0.251,Divided party control,Closed Autocracy,Eastern Mediterranean,2839.9261,Closed Autocracy
Morocco,2011,57700,0.251,Divided party control,Closed Autocracy,Eastern Mediterranean,3046.9479,Closed Autocracy
Morocco,2012,62700,0.253,Divided party control,Closed Autocracy,Eastern Mediterranean,2912.6583,Closed Autocracy
Morocco,2013,59100,0.253,Divided party control,Closed Autocracy,Eastern Mediterranean,3121.6801,Closed Autocracy
Morocco,2014,59900,0.252,Divided party control,Closed Autocracy,Eastern Mediterranean,3171.6992,Closed Autocracy
Mozambique,1991,1020,,Unified party control,,Africa,272.6139,
Mozambique,1992,1000,,Unified party control,,Africa,191.2178,
Mozambique,1993,1080,,Unified party control,,Africa,189.9353,
Mozambique,1994,1060,0.318,Unified party control,Electoral Autocracy,Africa,187.0846,Electoral Autocracy
Mozambique,1995,1110,0.331,Unified party control,Electoral Autocracy,Africa,187.2939,Electoral Autocracy
Mozambique,1996,1040,0.328,Unified party control,Electoral Autocracy,Africa,241.6474,Electoral Autocracy
Mozambique,1997,1130,0.325,Unified party control,Electoral Autocracy,Africa,283.5142,Electoral Autocracy
Mozambique,1998,1130,0.326,Unified party control,Electoral Autocracy,Africa,313.0662,Electoral Autocracy
Mozambique,1999,1190,0.322,Unified party control,Electoral Autocracy,Africa,346.5754,Electoral Autocracy
Mozambique,2000,1350,0.314,Unified party control,Electoral Autocracy,Africa,319.3596,Electoral Autocracy
Mozambique,2001,1580,0.314,Unified party control,Electoral Autocracy,Africa,296.2684,Electoral Autocracy
Mozambique,2002,1590,0.313,Unified party control,Electoral Autocracy,Africa,302.5452,Electoral Autocracy
Mozambique,2003,1920,0.315,Unified party control,Electoral Autocracy,Africa,326.0752,Electoral Autocracy
Mozambique,2004,1920,0.315,Unified party control,Electoral Autocracy,Africa,383.2702,Electoral Autocracy
Mozambique,2005,1820,0.337,Unified party control,Electoral Autocracy,Africa,416.8098,Electoral Autocracy
Mozambique,2006,1980,0.340,Unified party control,Electoral Autocracy,Africa,435.3341,Electoral Autocracy
Mozambique,2007,2260,0.339,Unified party control,Electoral Autocracy,Africa,482.1986,Electoral Autocracy
Mozambique,2008,2270,0.336,Unified party control,Electoral Autocracy,Africa,563.6496,Electoral Autocracy
Mozambique,2009,2530,0.331,Unified party control,Electoral Autocracy,Africa,520.4026,Electoral Autocracy
Mozambique,2010,2740,0.313,Unified party control,Electoral Autocracy,Africa,471.9043,Electoral Autocracy
Mozambique,2011,3220,0.315,Unified party control,Electoral Autocracy,Africa,594.5861,Electoral Autocracy
Mozambique,2012,3120,0.314,Unified party control,Electoral Autocracy,Africa,657.6447,Electoral Autocracy
Mozambique,2013,4020,0.317,Unified party control,Electoral Autocracy,Africa,664.0775,Electoral Autocracy
Mozambique,2014,8430,0.318,Unified party control,Electoral Autocracy,Africa,673.9692,Electoral Autocracy
Myanmar,1991,4180,,,,,,
Myanmar,1992,4890,,,,,,
Myanmar,1993,5340,,,,,,
Myanmar,1994,6240,,,,,,
Myanmar,1995,6960,,,,,,
Myanmar,1996,7260,,,,,,
Myanmar,1997,7500,,,,,,
Myanmar,1998,8080,,,,,,
Myanmar,1999,8970,,,,,165.4533,
Myanmar,2000,10100,,,,,99.7449,
Myanmar,2001,8720,,,,,90.5324,
Myanmar,2002,9210,,,,,159.9573,
Myanmar,2003,9850,,,,,186.5401,
Myanmar,2004,12400,,,,,182.3844,
Myanmar,2005,11600,,,,,216.0026,
Myanmar,2006,12800,,,,,295.6384,
Myanmar,2007,12900,,,,,512.5801,
Myanmar,2008,9800,,,,,637.5217,
Myanmar,2009,10200,,,,,840.0744,
Myanmar,2010,12500,,,,,1018.1317,
Myanmar,2011,14300,,,,,1061.9234,
Myanmar,2012,11100,,,,,1035.8042,
Myanmar,2013,12900,,,,,1121.9420,
Myanmar,2014,21600,,,,,1140.7665,
mibia,1991,1060,0.491,Unified party control,Electoral Democracy,Africa,2029.8616,Electoral Democracy
mibia,1992,1150,0.491,Unified party control,Electoral Democracy,Africa,2260.8103,Electoral Democracy
mibia,1993,1390,0.491,Unified party control,Electoral Democracy,Africa,2090.6918,Electoral Democracy
mibia,1994,1580,0.339,Unified party control,Electoral Autocracy,Africa,2303.3306,Electoral Autocracy
mibia,1995,1630,0.556,Unified party control,Electoral Democracy,Africa,2443.9958,Electoral Democracy
mibia,1996,1750,0.556,Unified party control,Electoral Democracy,Africa,2398.2574,Electoral Democracy
mibia,1997,1800,0.556,Unified party control,Electoral Democracy,Africa,2446.9286,Electoral Democracy
mibia,1998,1910,0.556,Unified party control,Electoral Democracy,Africa,2236.6715,Electoral Democracy
mibia,1999,1660,0.552,Unified party control,Electoral Democracy,Africa,2193.2236,Electoral Democracy
mibia,2000,1640,0.533,Unified party control,Electoral Democracy,Africa,2185.6041,Electoral Democracy
mibia,2001,2020,0.530,Unified party control,Electoral Democracy,Africa,1950.6485,Electoral Democracy
mibia,2002,1760,0.527,Unified party control,Electoral Democracy,Africa,1808.8849,Electoral Democracy
mibia,2003,1870,0.534,Unified party control,Electoral Democracy,Africa,2621.7004,Electoral Democracy
mibia,2004,1960,0.532,Unified party control,Electoral Democracy,Africa,3464.4182,Electoral Democracy
mibia,2005,2310,0.551,Unified party control,Electoral Democracy,Africa,3739.5317,Electoral Democracy
mibia,2006,2330,0.550,Unified party control,Electoral Democracy,Africa,4059.1013,Electoral Democracy
mibia,2007,2360,0.550,Unified party control,Electoral Democracy,Africa,4405.4104,Electoral Democracy
mibia,2008,3330,0.556,Unified party control,Electoral Democracy,Africa,4212.3672,Electoral Democracy
mibia,2009,3070,0.553,Unified party control,Electoral Democracy,Africa,4295.3871,Electoral Democracy
mibia,2010,3100,0.529,Unified party control,Electoral Democracy,Africa,5394.9967,Electoral Democracy
mibia,2011,2830,0.540,Unified party control,Electoral Democracy,Africa,5806.7482,Electoral Democracy
mibia,2012,3380,0.540,Unified party control,Electoral Democracy,Africa,5942.2927,Electoral Democracy
mibia,2013,2630,0.541,Unified party control,Electoral Democracy,Africa,5392.0949,Electoral Democracy
mibia,2014,3760,0.545,Unified party control,Electoral Democracy,Africa,5469.9014,Electoral Democracy
uru,1991,125,,,,,,
uru,1992,121,,,,,,
uru,1993,114,,,,,,
uru,1994,110,,,,,,
uru,1995,106,,,,,,
uru,1996,103,,,,,,
uru,1997,103,,,,,,
uru,1998,99,,,,,,
uru,1999,92,,,,,,
uru,2000,84,,,,,,
uru,2001,81,,,,,,
uru,2002,77,,,,,,
uru,2003,66,,,,,,
uru,2004,66,,,,,,
uru,2005,62,,,,,,
uru,2006,44,,,,,,
uru,2007,44,,,,,,
uru,2008,44,,,,,,
uru,2009,40,,,,,,
uru,2010,44,,,,,4752.1751,
uru,2011,40,,,,,6560.2749,
uru,2012,40,,,,,9562.6679,
uru,2013,44,,,,,9648.4957,
uru,2014,48,,,,,10171.4807,
Nepal,1991,961,0.302,Unified coalition control,Electoral Autocracy,South-East Asia,202.0806,Electoral Autocracy
Nepal,1992,1330,0.326,Unified coalition control,Electoral Autocracy,South-East Asia,170.5867,Electoral Autocracy
Nepal,1993,1470,0.332,Unified coalition control,Electoral Autocracy,South-East Asia,178.6260,Electoral Autocracy
Nepal,1994,1700,0.332,Unified coalition control,Electoral Autocracy,South-East Asia,193.2796,Electoral Autocracy
Nepal,1995,2040,0.325,Unified coalition control,Electoral Autocracy,South-East Asia,203.9808,Electoral Autocracy
Nepal,1996,2490,0.319,Unified coalition control,Electoral Autocracy,South-East Asia,204.6858,Electoral Autocracy
Nepal,1997,2780,0.318,Unified coalition control,Electoral Autocracy,South-East Asia,217.7880,Electoral Autocracy
Nepal,1998,2250,0.318,Unified coalition control,Electoral Autocracy,South-East Asia,210.6116,Electoral Autocracy
Nepal,1999,3220,0.314,Unified coalition control,Electoral Autocracy,South-East Asia,214.1067,Electoral Autocracy
Nepal,2000,3070,0.298,Unified coalition control,Electoral Autocracy,South-East Asia,229.4904,Electoral Autocracy
Nepal,2001,3270,0.291,Unified coalition control,Electoral Autocracy,South-East Asia,246.7256,Electoral Autocracy
Nepal,2002,2630,0.223,Unified coalition control,Closed Autocracy,South-East Asia,244.7208,Closed Autocracy
Nepal,2003,2840,0.148,Unified coalition control,Closed Autocracy,South-East Asia,252.4024,Closed Autocracy
Nepal,2004,2670,0.149,Unified coalition control,Closed Autocracy,South-East Asia,286.1577,Closed Autocracy
Nepal,2005,3080,0.150,Unified coalition control,Closed Autocracy,South-East Asia,315.8056,Closed Autocracy
Nepal,2006,2560,0.219,Divided party control,Closed Autocracy,South-East Asia,346.9453,Closed Autocracy
Nepal,2007,2610,0.289,Unified coalition control,Closed Autocracy,South-East Asia,391.3801,Closed Autocracy
Nepal,2008,3420,0.411,Unified coalition control,Electoral Autocracy,South-East Asia,470.4555,Electoral Autocracy
Nepal,2009,4330,0.466,Unified coalition control,Electoral Democracy,South-East Asia,478.1733,Electoral Democracy
Nepal,2010,5060,0.462,Unified coalition control,Electoral Democracy,South-East Asia,592.4012,Electoral Democracy
Nepal,2011,5530,0.469,Unified coalition control,Electoral Democracy,South-East Asia,799.5834,Electoral Democracy
Nepal,2012,5860,0.311,Unified coalition control,Electoral Autocracy,South-East Asia,804.1416,Electoral Autocracy
Nepal,2013,6640,0.192,Unified coalition control,Electoral Autocracy,South-East Asia,823.3599,Electoral Autocracy
Nepal,2014,8030,0.484,Unified coalition control,Electoral Democracy,South-East Asia,844.8531,Electoral Democracy
Netherlands,1991,165000,0.820,Unified coalition control,Liberal Democracy,Europe,21732.2308,Liberal Democracy
Netherlands,1992,162000,0.820,Unified coalition control,Liberal Democracy,Europe,23904.0374,Liberal Democracy
Netherlands,1993,165000,0.820,Unified coalition control,Liberal Democracy,Europe,23122.4108,Liberal Democracy
Netherlands,1994,165000,0.820,Unified coalition control,Liberal Democracy,Europe,24646.3143,Liberal Democracy
Netherlands,1995,179000,0.820,Unified coalition control,Liberal Democracy,Europe,29258.1344,Liberal Democracy
Netherlands,1996,186000,0.820,Unified coalition control,Liberal Democracy,Europe,29006.8095,Liberal Democracy
Netherlands,1997,178000,0.816,Unified coalition control,Liberal Democracy,Europe,26700.5371,Liberal Democracy
Netherlands,1998,178000,0.806,Unified coalition control,Liberal Democracy,Europe,27885.8084,Liberal Democracy
Netherlands,1999,174000,0.818,Unified coalition control,Liberal Democracy,Europe,28263.0967,Liberal Democracy
Netherlands,2000,174000,0.813,Unified coalition control,Liberal Democracy,Europe,26149.4111,Liberal Democracy
Netherlands,2001,177000,0.813,Unified coalition control,Liberal Democracy,Europe,26873.2759,Liberal Democracy
Netherlands,2002,182000,0.804,Unified coalition control,Liberal Democracy,Europe,29204.0398,Liberal Democracy
Netherlands,2003,182000,0.814,Unified coalition control,Liberal Democracy,Europe,35672.2066,Liberal Democracy
Netherlands,2004,185000,0.814,Unified coalition control,Liberal Democracy,Europe,40362.3948,Liberal Democracy
Netherlands,2005,181000,0.814,Unified coalition control,Liberal Democracy,Europe,41979.0559,Liberal Democracy
Netherlands,2006,180000,0.815,Unified coalition control,Liberal Democracy,Europe,44863.3506,Liberal Democracy
Netherlands,2007,177000,0.823,Unified coalition control,Liberal Democracy,Europe,51733.4421,Liberal Democracy
Netherlands,2008,177000,0.823,Unified coalition control,Liberal Democracy,Europe,57644.4800,Liberal Democracy
Netherlands,2009,172000,0.823,Unified coalition control,Liberal Democracy,Europe,52514.0271,Liberal Democracy
Netherlands,2010,183000,0.828,Unified coalition control,Liberal Democracy,Europe,50950.0343,Liberal Democracy
Netherlands,2011,174000,0.823,Unified coalition control,Liberal Democracy,Europe,54159.3466,Liberal Democracy
Netherlands,2012,170000,0.821,Unified coalition control,Liberal Democracy,Europe,50073.0057,Liberal Democracy
Netherlands,2013,173000,0.829,Unified coalition control,Liberal Democracy,Europe,52184.0619,Liberal Democracy
Netherlands,2014,167000,0.834,Unified coalition control,Liberal Democracy,Europe,52830.1742,Liberal Democracy
New Zealand,1991,24100,0.818,Unified party control,Liberal Democracy,Western Pacific,12230.0735,Liberal Democracy
New Zealand,1992,25100,0.818,Unified party control,Liberal Democracy,Western Pacific,11793.1392,Liberal Democracy
New Zealand,1993,26700,0.819,Unified party control,Liberal Democracy,Western Pacific,13094.3455,Liberal Democracy
New Zealand,1994,26700,0.825,Divided party control,Liberal Democracy,Western Pacific,15280.3128,Liberal Democracy
New Zealand,1995,27100,0.825,Unified party control,Liberal Democracy,Western Pacific,17400.4202,Liberal Democracy
New Zealand,1996,28600,0.823,Unified coalition control,Liberal Democracy,Western Pacific,18794.4360,Liberal Democracy
New Zealand,1997,31000,0.836,Unified coalition control,Liberal Democracy,Western Pacific,17474.1870,Liberal Democracy
New Zealand,1998,30000,0.836,Unified coalition control,Liberal Democracy,Western Pacific,14738.4456,Liberal Democracy
New Zealand,1999,32600,0.836,Unified coalition control,Liberal Democracy,Western Pacific,15322.2238,Liberal Democracy
New Zealand,2000,33000,0.837,Unified coalition control,Liberal Democracy,Western Pacific,13641.1027,Liberal Democracy
New Zealand,2001,34400,0.837,Unified coalition control,Liberal Democracy,Western Pacific,13882.8568,Liberal Democracy
New Zealand,2002,33200,0.838,Unified coalition control,Liberal Democracy,Western Pacific,16874.1875,Liberal Democracy
New Zealand,2003,34100,0.839,Unified coalition control,Liberal Democracy,Western Pacific,21913.7082,Liberal Democracy
New Zealand,2004,34600,0.839,Unified coalition control,Liberal Democracy,Western Pacific,25420.2349,Liberal Democracy
New Zealand,2005,34100,0.838,Unified coalition control,Liberal Democracy,Western Pacific,27751.0655,Liberal Democracy
New Zealand,2006,33400,0.837,Unified coalition control,Liberal Democracy,Western Pacific,26654.5932,Liberal Democracy
New Zealand,2007,33600,0.837,Unified coalition control,Liberal Democracy,Western Pacific,32479.9817,Liberal Democracy
New Zealand,2008,34200,0.839,Unified coalition control,Liberal Democracy,Western Pacific,31252.9626,Liberal Democracy
New Zealand,2009,32400,0.852,Unified coalition control,Liberal Democracy,Western Pacific,28209.3623,Liberal Democracy
New Zealand,2010,31800,0.853,Unified coalition control,Liberal Democracy,Western Pacific,33676.7741,Liberal Democracy
New Zealand,2011,31500,0.849,Unified coalition control,Liberal Democracy,Western Pacific,38387.6271,Liberal Democracy
New Zealand,2012,34200,0.849,Unified coalition control,Liberal Democracy,Western Pacific,39973.3808,Liberal Democracy
New Zealand,2013,33500,0.843,Unified coalition control,Liberal Democracy,Western Pacific,42976.6496,Liberal Democracy
New Zealand,2014,34700,0.843,Unified coalition control,Liberal Democracy,Western Pacific,44572.8988,Liberal Democracy
Nicaragua,1991,2010,0.477,Unified coalition control,Electoral Democracy,Americas,348.8646,Electoral Democracy
Nicaragua,1992,2390,0.482,Unified coalition control,Electoral Democracy,Americas,410.7674,Electoral Democracy
Nicaragua,1993,2300,0.494,Unified coalition control,Electoral Democracy,Americas,393.6035,Electoral Democracy
Nicaragua,1994,2540,0.493,Unified coalition control,Electoral Democracy,Americas,847.3737,Electoral Democracy
Nicaragua,1995,2780,0.498,Unified coalition control,Electoral Democracy,Americas,890.0054,Electoral Democracy
Nicaragua,1996,2870,0.465,Unified coalition control,Electoral Democracy,Americas,908.6338,Electoral Democracy
Nicaragua,1997,3140,0.423,Divided party control,Electoral Democracy,Americas,909.3365,Electoral Democracy
Nicaragua,1998,3420,0.423,Divided party control,Electoral Democracy,Americas,943.9229,Electoral Democracy
Nicaragua,1999,3630,0.394,Divided party control,Electoral Democracy,Americas,972.8868,Electoral Democracy
Nicaragua,2000,3760,0.395,Divided party control,Electoral Democracy,Americas,1007.4998,Electoral Democracy
Nicaragua,2001,3960,0.388,Divided party control,Electoral Democracy,Americas,1034.5514,Electoral Democracy
Nicaragua,2002,4040,0.399,Divided party control,Electoral Democracy,Americas,1000.9367,Electoral Democracy
Nicaragua,2003,4410,0.398,Divided party control,Electoral Democracy,Americas,1005.7330,Electoral Democracy
Nicaragua,2004,4430,0.400,Divided party control,Electoral Democracy,Americas,1080.2691,Electoral Democracy
Nicaragua,2005,4320,0.400,Divided party control,Electoral Democracy,Americas,1162.2897,Electoral Democracy
Nicaragua,2006,4470,0.356,Unified party control,Electoral Democracy,Americas,1226.6340,Electoral Democracy
Nicaragua,2007,4610,0.243,Unified party control,Electoral Autocracy,Americas,1327.9571,Electoral Autocracy
Nicaragua,2008,4420,0.221,Unified party control,Electoral Autocracy,Americas,1499.2667,Electoral Autocracy
Nicaragua,2009,4500,0.217,Unified party control,Electoral Autocracy,Americas,1444.3695,Electoral Autocracy
Nicaragua,2010,4540,0.213,Unified party control,Electoral Autocracy,Americas,1503.8722,Electoral Autocracy
