country,year,emissions,v2x_libdem,v2psnatpar_ord,v2x_regime,region
Liberia,2014,935,0.457,Unified coalition control,Electoral Democracy,Africa
Libya,1940,NA,0.008,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1941,NA,0.009,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1942,NA,NA,NA,NA,NA
Libya,1943,NA,NA,NA,NA,NA
Libya,1944,NA,NA,NA,NA,NA
Libya,1945,NA,NA,NA,NA,NA
Libya,1946,NA,NA,NA,NA,NA
Libya,1947,NA,NA,NA,NA,NA
Libya,1948,NA,NA,NA,NA,NA
Libya,1949,NA,NA,NA,NA,NA
Libya,1950,143,NA,NA,NA,NA
Libya,1951,169,0.075,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1952,165,0.104,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1953,249,0.105,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1954,301,0.11,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1955,429,0.118,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1956,330,0.125,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1957,312,0.124,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1958,352,0.124,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1959,433,0.124,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1960,693,0.125,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1961,1200,0.124,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1962,1050,0.124,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1963,1460,0.131,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1964,664,0.13,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1965,1020,0.132,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1966,2630,0.132,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1967,18500,0.132,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1968,30100,0.131,Divided party control,Closed Autocracy,Eastern Mediterranean
Libya,1969,35600,0.071,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1970,32300,0.03,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1971,21600,0.028,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1972,15200,0.028,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1973,14600,0.028,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1974,9350,0.028,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1975,11600,0.028,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1976,17900,0.028,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1977,20100,0.046,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1978,21200,0.049,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1979,26000,0.049,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1980,26900,0.048,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1981,28800,0.048,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1982,30800,0.048,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1983,30400,0.048,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1984,28600,0.048,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1985,31400,0.048,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1986,34100,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1987,32600,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1988,36400,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1989,37300,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1990,36800,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1991,42900,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1992,37300,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1993,38900,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1994,44100,0.051,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1995,46000,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1996,44200,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1997,45000,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1998,45500,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,1999,44600,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2000,47100,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2001,48100,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2002,47800,0.05,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2003,49200,0.045,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2004,50400,0.045,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2005,52100,0.045,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2006,53300,0.045,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2007,50000,0.045,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2008,56000,0.046,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2009,58000,0.046,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2010,62000,0.047,Unified party control,Closed Autocracy,Eastern Mediterranean
Libya,2011,39700,0.063,Unified coalition control,Closed Autocracy,Eastern Mediterranean
Libya,2012,52700,0.209,Unified coalition control,Electoral Autocracy,Eastern Mediterranean
Libya,2013,56300,0.306,Divided party control,Electoral Democracy,Eastern Mediterranean
Libya,2014,57000,0.176,Divided party control,Closed Autocracy,Eastern Mediterranean
Liechtenstein,1940,NA,NA,NA,NA,NA
Liechtenstein,1941,NA,NA,NA,NA,NA
Liechtenstein,1942,NA,NA,NA,NA,NA
Liechtenstein,1943,NA,NA,NA,NA,NA
Liechtenstein,1944,NA,NA,NA,NA,NA
Liechtenstein,1945,NA,NA,NA,NA,NA
Liechtenstein,1946,NA,NA,NA,NA,NA
Liechtenstein,1947,NA,NA,NA,NA,NA
Liechtenstein,1948,NA,NA,NA,NA,NA
Liechtenstein,1949,NA,NA,NA,NA,NA
Liechtenstein,1950,NA,NA,NA,NA,NA
Liechtenstein,1951,NA,NA,NA,NA,NA
Liechtenstein,1952,NA,NA,NA,NA,NA
Liechtenstein,1953,NA,NA,NA,NA,NA
Liechtenstein,1954,NA,NA,NA,NA,NA
Liechtenstein,1955,NA,NA,NA,NA,NA
Liechtenstein,1956,NA,NA,NA,NA,NA
Liechtenstein,1957,NA,NA,NA,NA,NA
Liechtenstein,1958,NA,NA,NA,NA,NA
Liechtenstein,1959,NA,NA,NA,NA,NA
Liechtenstein,1960,NA,NA,NA,NA,NA
Liechtenstein,1961,NA,NA,NA,NA,NA
Liechtenstein,1962,NA,NA,NA,NA,NA
Liechtenstein,1963,NA,NA,NA,NA,NA
Liechtenstein,1964,NA,NA,NA,NA,NA
Liechtenstein,1965,NA,NA,NA,NA,NA
Liechtenstein,1966,NA,NA,NA,NA,NA
Liechtenstein,1967,NA,NA,NA,NA,NA
Liechtenstein,1968,NA,NA,NA,NA,NA
Liechtenstein,1969,NA,NA,NA,NA,NA
Liechtenstein,1970,NA,NA,NA,NA,NA
Liechtenstein,1971,NA,NA,NA,NA,NA
Liechtenstein,1972,NA,NA,NA,NA,NA
Liechtenstein,1973,NA,NA,NA,NA,NA
Liechtenstein,1974,NA,NA,NA,NA,NA
Liechtenstein,1975,NA,NA,NA,NA,NA
Liechtenstein,1976,NA,NA,NA,NA,NA
Liechtenstein,1977,NA,NA,NA,NA,NA
Liechtenstein,1978,NA,NA,NA,NA,NA
Liechtenstein,1979,NA,NA,NA,NA,NA
Liechtenstein,1980,NA,NA,NA,NA,NA
Liechtenstein,1981,NA,NA,NA,NA,NA
Liechtenstein,1982,NA,NA,NA,NA,NA
Liechtenstein,1983,NA,NA,NA,NA,NA
Liechtenstein,1984,NA,NA,NA,NA,NA
Liechtenstein,1985,NA,NA,NA,NA,NA
Liechtenstein,1986,NA,NA,NA,NA,NA
Liechtenstein,1987,NA,NA,NA,NA,NA
Liechtenstein,1988,NA,NA,NA,NA,NA
Liechtenstein,1989,NA,NA,NA,NA,NA
Liechtenstein,1990,NA,NA,NA,NA,NA
Liechtenstein,1991,NA,NA,NA,NA,NA
Liechtenstein,1992,NA,NA,NA,NA,NA
Liechtenstein,1993,NA,NA,NA,NA,NA
Liechtenstein,1994,NA,NA,NA,NA,NA
Liechtenstein,1995,NA,NA,NA,NA,NA
Liechtenstein,1996,NA,NA,NA,NA,NA
Liechtenstein,1997,NA,NA,NA,NA,NA
Liechtenstein,1998,NA,NA,NA,NA,NA
Liechtenstein,1999,NA,NA,NA,NA,NA
Liechtenstein,2000,NA,NA,NA,NA,NA
Liechtenstein,2001,NA,NA,NA,NA,NA
Liechtenstein,2002,NA,NA,NA,NA,NA
Liechtenstein,2003,NA,NA,NA,NA,NA
Liechtenstein,2004,NA,NA,NA,NA,NA
Liechtenstein,2005,NA,NA,NA,NA,NA
Liechtenstein,2006,NA,NA,NA,NA,NA
Liechtenstein,2007,62.3,NA,NA,NA,NA
Liechtenstein,2008,62.3,NA,NA,NA,NA
Liechtenstein,2009,51.3,NA,NA,NA,NA
Liechtenstein,2010,55,NA,NA,NA,NA
Liechtenstein,2011,47.7,NA,NA,NA,NA
Liechtenstein,2012,47.7,NA,NA,NA,NA
Liechtenstein,2013,51.3,NA,NA,NA,NA
Liechtenstein,2014,44,NA,NA,NA,NA
Lithuania,1940,3220,NA,NA,NA,NA
Lithuania,1941,2830,NA,NA,NA,NA
Lithuania,1942,1950,NA,NA,NA,NA
Lithuania,1943,2490,NA,NA,NA,NA
Lithuania,1944,2330,NA,NA,NA,NA
Lithuania,1945,2470,NA,NA,NA,NA
Lithuania,1946,2770,NA,NA,NA,NA
Lithuania,1947,3340,NA,NA,NA,NA
Lithuania,1948,3550,NA,NA,NA,NA
Lithuania,1949,4040,NA,NA,NA,NA
Lithuania,1950,4500,NA,NA,NA,NA
Lithuania,1951,4880,NA,NA,NA,NA
Lithuania,1952,5230,NA,NA,NA,NA
Lithuania,1953,5530,NA,NA,NA,NA
Lithuania,1954,6040,NA,NA,NA,NA
Lithuania,1955,6850,NA,NA,NA,NA
Lithuania,1956,7510,NA,NA,NA,NA
Lithuania,1957,8210,NA,NA,NA,NA
Lithuania,1958,8770,NA,NA,NA,NA
Lithuania,1959,9220,NA,NA,NA,NA
Lithuania,1960,9600,NA,NA,NA,NA
Lithuania,1961,9900,NA,NA,NA,NA
Lithuania,1962,10400,NA,NA,NA,NA
Lithuania,1963,11100,NA,NA,NA,NA
Lithuania,1964,11800,NA,NA,NA,NA
Lithuania,1965,12600,NA,NA,NA,NA
Lithuania,1966,13300,NA,NA,NA,NA
Lithuania,1967,13900,NA,NA,NA,NA
Lithuania,1968,14300,NA,NA,NA,NA
Lithuania,1969,14900,NA,NA,NA,NA
Lithuania,1970,15600,NA,NA,NA,NA
Lithuania,1971,16600,NA,NA,NA,NA
Lithuania,1972,17500,NA,NA,NA,NA
Lithuania,1973,18200,NA,NA,NA,NA
Lithuania,1974,18900,NA,NA,NA,NA
Lithuania,1975,19900,NA,NA,NA,NA
Lithuania,1976,20600,NA,NA,NA,NA
Lithuania,1977,21300,NA,NA,NA,NA
Lithuania,1978,22100,NA,NA,NA,NA
Lithuania,1979,22300,NA,NA,NA,NA
Lithuania,1980,23100,NA,NA,NA,NA
Lithuania,1981,22700,NA,NA,NA,NA
Lithuania,1982,23100,NA,NA,NA,NA
Lithuania,1983,23500,NA,NA,NA,NA
Lithuania,1984,23700,NA,NA,NA,NA
Lithuania,1985,25500,NA,NA,NA,NA
Lithuania,1986,25600,NA,NA,NA,NA
Lithuania,1987,26700,NA,NA,NA,NA
Lithuania,1988,27400,NA,NA,NA,NA
Lithuania,1989,26800,NA,NA,NA,NA
Lithuania,1990,25200,0.739,Divided party control,Electoral Democracy,Europe
Lithuania,1991,24200,0.727,Divided party control,Electoral Democracy,Europe
Lithuania,1992,22100,0.725,Unified party control,Electoral Democracy,Europe
Lithuania,1993,17500,0.762,Unified party control,Liberal Democracy,Europe
Lithuania,1994,17400,0.776,Unified party control,Liberal Democracy,Europe
Lithuania,1995,16200,0.776,Unified party control,Liberal Democracy,Europe
Lithuania,1996,15700,0.771,Unified party control,Liberal Democracy,Europe
Lithuania,1997,15300,0.774,Unified coalition control,Liberal Democracy,Europe
Lithuania,1998,16200,0.766,Unified coalition control,Liberal Democracy,Europe
Lithuania,1999,13700,0.768,Unified coalition control,Liberal Democracy,Europe
Lithuania,2000,12200,0.767,Unified coalition control,Liberal Democracy,Europe
Lithuania,2001,12900,0.766,Unified coalition control,Liberal Democracy,Europe
Lithuania,2002,13100,0.766,Unified coalition control,Liberal Democracy,Europe
Lithuania,2003,12800,0.77,Unified coalition control,Liberal Democracy,Europe
Lithuania,2004,13200,0.772,Unified coalition control,Liberal Democracy,Europe
Lithuania,2005,13900,0.775,Unified coalition control,Liberal Democracy,Europe
Lithuania,2006,14200,0.773,Unified coalition control,Liberal Democracy,Europe
Lithuania,2007,15200,0.775,Unified coalition control,Liberal Democracy,Europe
Lithuania,2008,15000,0.779,Unified coalition control,Liberal Democracy,Europe
Lithuania,2009,12500,0.795,Unified coalition control,Liberal Democracy,Europe
Lithuania,2010,13500,0.798,Unified coalition control,Liberal Democracy,Europe
Lithuania,2011,13800,0.797,Unified coalition control,Liberal Democracy,Europe
Lithuania,2012,13800,0.791,Unified coalition control,Liberal Democracy,Europe
Lithuania,2013,12600,0.782,Unified coalition control,Liberal Democracy,Europe
Lithuania,2014,12800,0.781,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1940,NA,0.071,Unified coalition control,Closed Autocracy,Europe
Luxembourg,1941,NA,0.063,Unified coalition control,Closed Autocracy,Europe
Luxembourg,1942,NA,0.063,Unified coalition control,Closed Autocracy,Europe
Luxembourg,1943,NA,0.063,Unified coalition control,Closed Autocracy,Europe
Luxembourg,1944,NA,0.065,Unified coalition control,Closed Autocracy,Europe
Luxembourg,1945,25.7,0.245,Unified coalition control,Electoral Autocracy,Europe
Luxembourg,1946,36.7,0.641,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1947,44,0.68,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1948,51.3,0.684,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1949,58.7,0.697,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1950,7430,0.723,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1951,9020,0.722,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1952,9410,0.721,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1953,8660,0.721,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1954,8790,0.727,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1955,9890,0.727,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1956,10400,0.729,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1957,10800,0.73,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1958,10100,0.73,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1959,10400,0.738,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1960,11500,0.755,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1961,11600,0.755,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1962,11600,0.755,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1963,11400,0.76,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1964,12300,0.759,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1965,12200,0.758,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1966,11600,0.758,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1967,11400,0.758,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1968,12300,0.758,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1969,13200,0.759,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1970,13700,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1971,13200,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1972,13500,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1973,14200,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1974,14400,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1975,11800,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1976,11800,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1977,10900,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1978,11800,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1979,12100,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1980,11000,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1981,9430,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1982,8860,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1983,8290,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1984,8930,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1985,9170,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1986,9010,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1987,8670,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1988,8930,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1989,9660,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1990,10000,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1991,10600,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1992,10600,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1993,10800,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1994,10200,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1995,8320,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1996,8440,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1997,7940,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1998,7360,0.776,Unified coalition control,Liberal Democracy,Europe
Luxembourg,1999,7690,0.774,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2000,8240,0.773,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2001,8800,0.773,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2002,9420,0.773,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2003,9900,0.773,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2004,11300,0.775,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2005,11500,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2006,11300,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2007,11000,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2008,10900,0.777,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2009,10400,0.779,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2010,11000,0.781,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2011,10900,0.781,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2012,10700,0.781,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2013,10100,0.781,Unified coalition control,Liberal Democracy,Europe
Luxembourg,2014,9660,0.78,Unified coalition control,Liberal Democracy,Europe
"Macedonia, FYR",1940,NA,NA,NA,NA,NA
"Macedonia, FYR",1941,NA,NA,NA,NA,NA
"Macedonia, FYR",1942,NA,NA,NA,NA,NA
"Macedonia, FYR",1943,NA,NA,NA,NA,NA
"Macedonia, FYR",1944,NA,NA,NA,NA,NA
"Macedonia, FYR",1945,NA,NA,NA,NA,NA
"Macedonia, FYR",1946,NA,NA,NA,NA,NA
"Macedonia, FYR",1947,NA,NA,NA,NA,NA
"Macedonia, FYR",1948,NA,NA,NA,NA,NA
"Macedonia, FYR",1949,NA,NA,NA,NA,NA
"Macedonia, FYR",1950,NA,NA,NA,NA,NA
"Macedonia, FYR",1951,NA,NA,NA,NA,NA
"Macedonia, FYR",1952,NA,NA,NA,NA,NA
"Macedonia, FYR",1953,NA,NA,NA,NA,NA
"Macedonia, FYR",1954,NA,NA,NA,NA,NA
"Macedonia, FYR",1955,NA,NA,NA,NA,NA
"Macedonia, FYR",1956,NA,NA,NA,NA,NA
"Macedonia, FYR",1957,NA,NA,NA,NA,NA
"Macedonia, FYR",1958,NA,NA,NA,NA,NA
"Macedonia, FYR",1959,NA,NA,NA,NA,NA
"Macedonia, FYR",1960,NA,NA,NA,NA,NA
"Macedonia, FYR",1961,NA,NA,NA,NA,NA
"Macedonia, FYR",1962,NA,NA,NA,NA,NA
"Macedonia, FYR",1963,NA,NA,NA,NA,NA
"Macedonia, FYR",1964,NA,NA,NA,NA,NA
"Macedonia, FYR",1965,NA,NA,NA,NA,NA
"Macedonia, FYR",1966,NA,NA,NA,NA,NA
"Macedonia, FYR",1967,NA,NA,NA,NA,NA
"Macedonia, FYR",1968,NA,NA,NA,NA,NA
"Macedonia, FYR",1969,NA,NA,NA,NA,NA
"Macedonia, FYR",1970,NA,NA,NA,NA,NA
"Macedonia, FYR",1971,NA,NA,NA,NA,NA
"Macedonia, FYR",1972,NA,NA,NA,NA,NA
"Macedonia, FYR",1973,NA,NA,NA,NA,NA
"Macedonia, FYR",1974,NA,NA,NA,NA,NA
"Macedonia, FYR",1975,NA,NA,NA,NA,NA
"Macedonia, FYR",1976,NA,NA,NA,NA,NA
"Macedonia, FYR",1977,NA,NA,NA,NA,NA
"Macedonia, FYR",1978,NA,NA,NA,NA,NA
"Macedonia, FYR",1979,NA,NA,NA,NA,NA
"Macedonia, FYR",1980,NA,NA,NA,NA,NA
"Macedonia, FYR",1981,NA,NA,NA,NA,NA
"Macedonia, FYR",1982,NA,NA,NA,NA,NA
"Macedonia, FYR",1983,NA,NA,NA,NA,NA
"Macedonia, FYR",1984,NA,NA,NA,NA,NA
"Macedonia, FYR",1985,NA,NA,NA,NA,NA
"Macedonia, FYR",1986,NA,NA,NA,NA,NA
"Macedonia, FYR",1987,NA,NA,NA,NA,NA
"Macedonia, FYR",1988,NA,NA,NA,NA,NA
"Macedonia, FYR",1989,NA,NA,NA,NA,NA
"Macedonia, FYR",1990,NA,NA,NA,NA,NA
"Macedonia, FYR",1991,NA,NA,NA,NA,NA
"Macedonia, FYR",1992,10800,NA,NA,NA,NA
"Macedonia, FYR",1993,10300,NA,NA,NA,NA
"Macedonia, FYR",1994,10500,NA,NA,NA,NA
"Macedonia, FYR",1995,10800,NA,NA,NA,NA
"Macedonia, FYR",1996,11700,NA,NA,NA,NA
"Macedonia, FYR",1997,10600,NA,NA,NA,NA
"Macedonia, FYR",1998,12600,NA,NA,NA,NA
"Macedonia, FYR",1999,11700,NA,NA,NA,NA
"Macedonia, FYR",2000,12100,NA,NA,NA,NA
"Macedonia, FYR",2001,12000,NA,NA,NA,NA
"Macedonia, FYR",2002,10900,NA,NA,NA,NA
"Macedonia, FYR",2003,11300,NA,NA,NA,NA
"Macedonia, FYR",2004,11200,NA,NA,NA,NA
"Macedonia, FYR",2005,11300,NA,NA,NA,NA
"Macedonia, FYR",2006,10900,NA,NA,NA,NA
"Macedonia, FYR",2007,9490,NA,NA,NA,NA
"Macedonia, FYR",2008,9400,NA,NA,NA,NA
"Macedonia, FYR",2009,8700,NA,NA,NA,NA
"Macedonia, FYR",2010,8600,NA,NA,NA,NA
"Macedonia, FYR",2011,9400,NA,NA,NA,NA
"Macedonia, FYR",2012,8970,NA,NA,NA,NA
"Macedonia, FYR",2013,7850,NA,NA,NA,NA
"Macedonia, FYR",2014,7510,NA,NA,NA,NA
Madagascar,1940,NA,0.052,Divided party control,Closed Autocracy,Africa
Madagascar,1941,NA,0.052,Divided party control,Closed Autocracy,Africa
Madagascar,1942,NA,0.052,Divided party control,Closed Autocracy,Africa
Madagascar,1943,NA,0.052,Divided party control,Closed Autocracy,Africa
Madagascar,1944,NA,0.052,Divided party control,Closed Autocracy,Africa
Madagascar,1945,7.33,0.052,Unified coalition control,Closed Autocracy,Africa
Madagascar,1946,NA,0.057,Unified coalition control,Closed Autocracy,Africa
Madagascar,1947,3.67,0.068,Unified coalition control,Closed Autocracy,Africa
Madagascar,1948,3.67,0.072,Unified coalition control,Closed Autocracy,Africa
Madagascar,1949,3.67,0.072,Unified coalition control,Closed Autocracy,Africa
Madagascar,1950,304,0.073,Unified coalition control,Closed Autocracy,Africa
Madagascar,1951,246,0.073,Unified coalition control,Closed Autocracy,Africa
Madagascar,1952,308,0.074,Unified coalition control,Closed Autocracy,Africa
Madagascar,1953,253,0.074,Unified coalition control,Closed Autocracy,Africa
Madagascar,1954,290,0.074,Unified coalition control,Closed Autocracy,Africa
Madagascar,1955,304,0.074,Unified coalition control,Closed Autocracy,Africa
Madagascar,1956,319,0.075,Unified coalition control,Closed Autocracy,Africa
Madagascar,1957,315,0.087,Unified coalition control,Closed Autocracy,Africa
Madagascar,1958,374,0.087,Unified coalition control,Closed Autocracy,Africa
Madagascar,1959,374,0.088,Unified coalition control,Closed Autocracy,Africa
Madagascar,1960,400,0.097,Unified coalition control,Closed Autocracy,Africa
Madagascar,1961,356,0.136,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1962,396,0.136,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1963,462,0.136,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1964,484,0.136,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1965,557,0.134,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1966,579,0.134,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1967,843,0.134,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1968,913,0.134,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1969,851,0.134,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1970,972,0.135,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1971,1030,0.137,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1972,1290,0.096,Unified coalition control,Closed Autocracy,Africa
Madagascar,1973,1070,0.089,Unified coalition control,Closed Autocracy,Africa
Madagascar,1974,1190,0.09,Unified coalition control,Closed Autocracy,Africa
Madagascar,1975,1690,0.089,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1976,994,0.097,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1977,847,0.095,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1978,1020,0.095,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1979,1130,0.095,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1980,1620,0.095,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1981,1030,0.098,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1982,1020,0.098,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1983,653,0.097,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1984,869,0.097,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1985,1060,0.098,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1986,1140,0.1,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1987,1290,0.102,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1988,1290,0.104,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1989,931,0.106,Unified coalition control,Electoral Autocracy,Africa
Madagascar,1990,950,0.113,Divided party control,Electoral Autocracy,Africa
Madagascar,1991,1030,0.128,Divided party control,Electoral Autocracy,Africa
Madagascar,1992,1000,0.147,Divided party control,Electoral Autocracy,Africa
Madagascar,1993,1030,0.267,Divided party control,Electoral Autocracy,Africa
